id,eval_d,score
4,content,4.0
4,content,2.0
4,content,2.0
4,content,2.0
4,content,2.0
4,content,4.5
4,fluency,0.875
4,fluency,4.5
4,fluency,4.0
4,fluency,4.5
4,fluency,0.714
4,fluency,4.0
4,fluency,4.0
4,fluency,4.0
4,fluency,1.0
4,fluency,4.5
4,fluency,4.0
5,style,4.0
5,style,0.857
5,style,4.5
5,style,4.0
5,style,4.0
5,style,4.0
5,style,4.5
5,style,4.0
5,style,4.0
5,style,4.5
5,style,4.5
5,content,4.5
5,content,3.5
5,content,5.0
5,content,4.5
5,content,5.0
5,content,4.0
5,content,4.0
5,content,2.0
5,content,2.0
5,content,2.0
5,content,4.5
5,fluency,0.875
5,fluency,4.5
5,fluency,4.5
5,fluency,4.5
5,fluency,0.875
5,fluency,4.0
5,fluency,4.0
5,fluency,4.5
5,fluency,2.0
5,fluency,4.5
5,fluency,4.0
6,style,5.0
6,style,0.857
6,style,4.5
6,style,5.0
6,style,5.0
6,style,4.5
6,style,4.0
6,style,4.0
6,style,5.0
6,style,5.0
6,style,5.0
6,content,5.0
6,content,2.5
6,content,5.0
6,content,4.5
6,content,4.0
6,content,4.0
6,content,4.0
6,content,4.0
6,content,2.0
6,content,2.0
6,content,4.5
6,fluency,0.875
6,fluency,3.5
6,fluency,2.0
6,fluency,1.0
6,fluency,0.125
6,fluency,3.0
6,fluency,2.5
6,fluency,1.0
6,fluency,1.0
6,fluency,4.5
6,fluency,1.0
7,style,5.0
7,style,0.857
7,style,4.5
7,style,5.0
7,style,5.0
7,style,4.0
7,style,4.5
7,style,4.0
7,style,4.0
7,style,5.0
7,style,5.0
7,content,5.0
7,content,2.5
7,content,4.0
7,content,1.0
7,content,1.0
7,content,4.0
7,content,4.0
7,content,4.0
7,content,1.0
7,content,2.0
7,content,4.5
7,fluency,0.333
7,fluency,4.5
7,fluency,4.0
7,fluency,4.5
7,fluency,0.5
7,fluency,4.0
7,fluency,3.0
7,fluency,4.0
7,fluency,4.0
7,fluency,4.5
7,fluency,5.0
8,style,4.0
8,style,0.333
8,style,4.0
8,style,4.0
8,style,4.0
8,style,4.5
8,style,4.5
8,style,4.0
8,style,4.0
8,style,4.5
8,style,4.0
8,content,4.0
8,content,3.5
8,content,4.0
8,content,4.5
8,content,5.0
8,content,4.0
8,content,4.0
8,content,4.0
8,content,4.0
8,content,2.0
8,content,4.5
8,fluency,0.857
8,fluency,4.5
8,fluency,4.5
8,fluency,4.5
8,fluency,0.875
8,fluency,5.0
8,fluency,4.5
8,fluency,4.5
8,fluency,4.0
8,fluency,4.5
8,fluency,5.0
9,style,4.0
9,style,0.857
9,style,4.5
9,style,4.0
9,style,4.0
9,style,4.0
9,style,4.0
9,style,4.0
9,style,4.0
9,style,5.0
9,style,4.0
9,content,4.0
9,content,3.5
9,content,4.0
9,content,4.5
9,content,4.0
9,content,4.0
9,content,2.0
9,content,2.0
9,content,2.0
9,content,2.0
9,content,4.5
9,fluency,0.875
9,fluency,4.5
9,fluency,4.5
9,fluency,4.5
9,fluency,0.875
9,fluency,4.0
9,fluency,4.0
9,fluency,4.5
9,fluency,1.0
9,fluency,4.5
9,fluency,4.0
10,style,5.0
10,style,0.857
10,style,4.5
10,style,4.0
10,style,4.0
10,style,4.5
10,style,4.5
10,style,4.0
10,style,5.0
10,style,5.0
10,style,4.0
10,content,4.0
10,content,2.5
10,content,4.0
10,content,4.5
10,content,3.0
10,content,4.0
10,content,2.0
10,content,2.5
10,content,2.0
10,content,2.0
10,content,4.5
10,fluency,0.714
10,fluency,4.5
10,fluency,-1
10,fluency,4.5
10,fluency,0.625
10,fluency,4.0
10,fluency,4.5
10,fluency,3.0
10,fluency,3.0
10,fluency,4.5
10,fluency,3.0
11,style,4.0
11,style,0.333
11,style,4.5
11,style,5.0
11,style,5.0
11,style,4.0
11,style,4.5
11,style,4.0
11,style,4.0
11,style,5.0
11,style,5.0
11,content,5.0
11,content,3.5
11,content,5.0
11,content,1.0
11,content,1.0
11,content,4.0
11,content,4.0
11,content,1.0
11,content,2.0
11,content,2.0
11,content,4.5
11,fluency,0.0
11,fluency,4.5
11,fluency,4.0
11,fluency,4.5
11,fluency,0.875
11,fluency,4.0
11,fluency,4.0
11,fluency,4.0
11,fluency,1.0
11,fluency,4.5
11,fluency,3.0
12,style,4.0
12,style,0.143
12,style,4.0
12,style,4.0
12,style,4.0
12,style,4.0
12,style,4.0
12,style,4.0
12,style,4.0
12,style,4.0
12,style,4.0
12,content,4.0
12,content,4.5
12,content,4.0
12,content,4.5
12,content,5.0
12,content,4.0
12,content,4.0
12,content,4.0
12,content,3.0
12,content,2.0
12,content,4.5
12,fluency,0.857
12,fluency,4.5
12,fluency,4.5
12,fluency,4.5
12,fluency,0.875
12,fluency,4.0
12,fluency,4.5
12,fluency,4.0
12,fluency,4.0
12,fluency,4.5
12,fluency,4.0
13,style,4.0
13,style,0.714
13,style,4.5
13,style,4.0
13,style,4.0
13,style,4.5
13,style,4.5
13,style,4.0
13,style,4.0
13,style,4.5
13,style,4.0
13,content,4.0
13,content,4.5
13,content,5.0
13,content,4.5
13,content,4.0
13,content,4.0
13,content,4.0
13,content,4.0
13,content,2.0
13,content,2.0
13,content,4.5
13,fluency,0.857
13,fluency,4.5
13,fluency,4.0
13,fluency,3.5
13,fluency,0.5
13,fluency,4.0
13,fluency,4.5
13,fluency,4.0
13,fluency,3.0
13,fluency,4.5
13,fluency,3.0
14,style,5.0
14,style,1.0
14,style,4.0
14,style,5.0
14,style,5.0
14,style,4.0
14,style,5.0
14,style,4.0
14,style,5.0
14,style,5.0
14,style,5.0
14,content,5.0
14,content,2.5
14,content,5.0
14,content,5.0
14,content,1.0
14,content,4.0
14,content,4.0
14,content,4.0
14,content,2.0
14,content,2.0
14,content,4.5
14,fluency,0.0
14,fluency,1.0
14,fluency,4.0
14,fluency,4.5
14,fluency,0.001
14,fluency,1.0
14,fluency,2.5
14,fluency,1.0
14,fluency,1.0
14,fluency,5.0
14,fluency,1.0
15,style,5.0
15,style,1.0
15,style,4.5
15,style,4.0
15,style,5.0
15,style,4.0
15,style,5.0
15,style,4.0
15,style,5.0
15,style,5.0
15,style,5.0
15,content,5.0
15,content,3.0
15,content,4.0
15,content,5.0
15,content,5.0
15,content,4.0
15,content,4.0
15,content,4.0
15,content,2.0
15,content,2.0
15,content,5.0
15,fluency,0.5
15,fluency,4.5
15,fluency,4.0
15,fluency,4.5
15,fluency,0.625
15,fluency,4.0
15,fluency,3.5
15,fluency,1.0
15,fluency,3.0
15,fluency,4.5
15,fluency,1.0
16,style,4.0
16,style,0.857
16,style,4.5
16,style,4.0
16,style,4.0
16,style,4.0
16,style,4.0
16,style,4.0
16,style,4.0
16,style,4.0
16,style,4.0
16,content,4.0
16,content,2.5
16,content,4.0
16,content,4.5
16,content,4.0
16,content,4.0
16,content,4.0
16,content,4.0
16,content,2.0
16,content,2.0
16,content,4.5
16,fluency,0.857
16,fluency,4.5
16,fluency,4.5
16,fluency,4.5
16,fluency,0.875
16,fluency,4.0
16,fluency,4.5
16,fluency,4.5
16,fluency,4.0
16,fluency,4.5
16,fluency,4.0
17,style,4.0
17,style,0.091
17,style,4.5
17,style,4.0
17,style,4.0
17,style,4.0
17,style,4.5
17,style,4.0
17,style,4.0
17,style,5.0
17,style,4.0
17,content,4.0
17,content,2.5
17,content,5.0
17,content,5.0
17,content,5.0
17,content,2.0
17,content,4.0
17,content,4.0
17,content,2.0
17,content,2.0
17,content,4.5
17,fluency,0.857
17,fluency,4.5
17,fluency,4.5
17,fluency,4.5
17,fluency,0.714
17,fluency,4.0
17,fluency,4.5
17,fluency,4.5
17,fluency,3.0
17,fluency,4.5
17,fluency,4.0
18,style,5.0
18,style,0.857
18,style,4.5
18,style,4.0
18,style,5.0
18,style,4.0
18,style,4.0
18,style,4.0
18,style,4.0
18,style,5.0
18,style,4.0
18,content,4.0
18,content,2.5
18,content,5.0
18,content,5.0
18,content,5.0
18,content,4.0
18,content,1.0
18,content,1.0
18,content,2.0
18,content,1.0
18,content,4.5
18,fluency,0.5
18,fluency,4.5
18,fluency,4.5
18,fluency,4.5
18,fluency,0.5
18,fluency,4.0
18,fluency,4.5
18,fluency,2.0
18,fluency,1.0
18,fluency,4.5
18,fluency,1.0
19,style,4.0
19,style,0.857
19,style,4.5
19,style,4.0
19,style,4.0
19,style,4.0
19,style,4.5
19,style,4.0
19,style,4.0
19,style,4.5
19,style,4.0
19,content,4.0
19,content,2.5
19,content,5.0
19,content,4.5
19,content,4.0
19,content,4.0
19,content,2.0
19,content,4.0
19,content,2.0
19,content,2.0
19,content,4.5
19,fluency,0.714
19,fluency,4.5
19,fluency,4.0
19,fluency,4.5
19,fluency,0.857
19,fluency,4.0
19,fluency,4.5
19,fluency,4.0
19,fluency,1.0
19,fluency,4.5
19,fluency,4.0
20,style,4.0
20,style,0.333
20,style,4.5
20,style,4.0
20,style,4.0
20,style,4.0
20,style,4.0
20,style,4.0
20,style,4.0
20,style,4.0
20,style,4.0
20,content,4.0
20,content,3.5
20,content,4.0
20,content,4.5
20,content,4.0
20,content,4.0
20,content,4.0
20,content,4.0
20,content,2.0
20,content,2.0
20,content,4.5
20,fluency,0.667
20,fluency,4.5
20,fluency,4.5
20,fluency,4.5
20,fluency,0.875
20,fluency,5.0
20,fluency,4.5
20,fluency,4.0
20,fluency,2.0
20,fluency,4.5
20,fluency,4.0
21,style,5.0
21,style,1.0
21,style,4.5
21,style,5.0
21,style,5.0
21,style,4.0
21,style,4.0
21,style,4.0
21,style,4.0
21,style,5.0
21,style,5.0
21,content,5.0
21,content,2.5
21,content,4.0
21,content,5.0
21,content,3.0
21,content,4.0
21,content,1.0
21,content,1.0
21,content,2.0
21,content,2.0
21,content,4.5
21,fluency,0.5
21,fluency,4.5
21,fluency,2.0
21,fluency,4.5
21,fluency,0.5
21,fluency,4.0
21,fluency,2.5
21,fluency,1.0
21,fluency,1.0
21,fluency,4.5
21,fluency,1.0
22,style,4.0
22,style,0.857
22,style,4.5
22,style,4.0
22,style,4.0
22,style,4.0
22,style,4.5
22,style,4.0
22,style,4.0
22,style,4.5
22,style,4.0
22,content,4.0
22,content,2.5
22,content,5.0
22,content,4.5
22,content,5.0
22,content,4.0
22,content,4.0
22,content,4.0
22,content,2.0
22,content,2.0
22,content,4.5
22,fluency,0.5
22,fluency,4.5
22,fluency,4.0
22,fluency,4.5
22,fluency,0.714
22,fluency,4.0
22,fluency,4.5
22,fluency,4.0
22,fluency,3.0
22,fluency,4.5
22,fluency,4.0
23,style,4.0
23,style,0.857
23,style,4.0
23,style,4.0
23,style,4.0
23,style,4.5
23,style,4.5
23,style,4.0
23,style,4.0
23,style,4.5
23,style,4.0
23,content,4.0
23,content,3.5
23,content,5.0
23,content,4.5
23,content,4.0
23,content,4.0
23,content,4.0
23,content,4.0
23,content,2.0
23,content,2.0
23,content,4.5
23,fluency,0.857
23,fluency,4.5
23,fluency,4.5
23,fluency,4.5
23,fluency,0.875
23,fluency,4.0
23,fluency,4.5
23,fluency,4.5
23,fluency,2.0
23,fluency,4.5
23,fluency,4.5
24,style,4.0
24,style,0.714
24,style,4.5
24,style,4.0
24,style,4.0
24,style,4.0
24,style,4.5
24,style,4.0
24,style,4.0
24,style,4.5
24,style,4.0
24,content,4.0
24,content,2.5
24,content,4.0
24,content,4.5
24,content,4.0
24,content,4.0
24,content,4.0
24,content,4.0
24,content,2.0
24,content,2.0
24,content,4.5
24,fluency,0.333
24,fluency,4.5
24,fluency,4.0
24,fluency,4.5
24,fluency,0.875
24,fluency,4.0
24,fluency,4.0
24,fluency,4.0
24,fluency,1.0
24,fluency,4.5
24,fluency,4.0
25,style,4.0
25,style,0.857
25,style,4.0
25,style,4.0
25,style,4.0
25,style,4.5
25,style,4.0
25,style,4.0
25,style,4.0
25,style,5.0
25,style,4.0
25,content,4.0
25,content,2.5
25,content,5.0
25,content,4.5
25,content,4.0
25,content,4.0
25,content,4.0
25,content,4.0
25,content,2.0
25,content,2.0
25,content,4.5
25,fluency,0.5
25,fluency,4.5
25,fluency,4.0
25,fluency,4.5
25,fluency,0.625
25,fluency,4.0
25,fluency,4.5
25,fluency,4.0
25,fluency,3.0
25,fluency,4.5
25,fluency,4.0
26,style,4.0
26,style,0.857
26,style,4.5
26,style,4.0
26,style,4.0
26,style,4.0
26,style,4.0
26,style,4.0
26,style,4.0
26,style,4.0
26,style,4.0
26,content,4.0
26,content,3.5
26,content,5.0
26,content,4.5
26,content,4.0
26,content,4.0
26,content,4.0
26,content,4.0
26,content,2.0
26,content,2.0
26,content,4.5
26,fluency,0.875
26,fluency,4.5
26,fluency,4.5
26,fluency,4.5
26,fluency,0.875
26,fluency,4.0
26,fluency,4.5
26,fluency,3.5
26,fluency,2.0
26,fluency,4.5
26,fluency,4.0
27,style,5.0
27,style,0.857
27,style,4.5
27,style,4.0
27,style,4.0
27,style,4.0
27,style,4.0
27,style,4.0
27,style,4.0
27,style,5.0
27,style,4.0
27,content,4.0
27,content,4.5
27,content,5.0
27,content,4.5
27,content,4.0
27,content,4.0
27,content,1.0
27,content,1.0
27,content,1.0
27,content,2.0
27,content,4.5
27,fluency,0.857
27,fluency,4.5
27,fluency,4.5
27,fluency,4.5
27,fluency,0.875
27,fluency,4.0
27,fluency,4.5
27,fluency,2.0
27,fluency,1.0
27,fluency,4.5
27,fluency,4.5
28,style,5.0
28,style,0.714
28,style,4.5
28,style,5.0
28,style,5.0
28,style,4.5
28,style,4.5
28,style,4.0
28,style,4.0
28,style,5.0
28,style,5.0
28,content,5.0
28,content,2.5
28,content,4.0
28,content,4.5
28,content,3.0
28,content,4.0
28,content,1.0
28,content,1.0
28,content,2.0
28,content,2.0
28,content,4.5
28,fluency,0.333
28,fluency,5.0
28,fluency,1.0
28,fluency,1.0
28,fluency,0.125
28,fluency,1.0
28,fluency,1.5
28,fluency,1.0
28,fluency,1.0
28,fluency,4.5
28,fluency,1.0
29,style,4.0
29,style,0.857
29,style,4.0
29,style,4.0
29,style,4.0
29,style,4.0
29,style,4.5
29,style,4.0
29,style,4.0
29,style,4.5
29,style,4.0
29,content,4.0
29,content,3.5
29,content,4.0
29,content,4.5
29,content,4.0
29,content,4.0
29,content,4.0
29,content,4.0
29,content,2.0
29,content,2.0
29,content,4.5
29,fluency,0.857
29,fluency,4.5
29,fluency,4.5
29,fluency,4.5
29,fluency,0.875
29,fluency,5.0
29,fluency,5.0
29,fluency,4.5
29,fluency,4.0
29,fluency,4.5
29,fluency,4.0
30,style,4.0
30,style,0.333
30,style,4.0
30,style,4.0
30,style,4.0
30,style,4.0
30,style,4.0
30,style,4.0
30,style,4.0
30,style,4.0
30,style,4.0
30,content,4.0
30,content,3.5
30,content,4.0
30,content,4.5
30,content,4.0
30,content,4.0
30,content,2.0
30,content,2.0
30,content,2.0
30,content,2.0
30,content,4.5
30,fluency,0.5
30,fluency,4.5
30,fluency,4.5
30,fluency,1.0
30,fluency,0.125
30,fluency,4.0
30,fluency,1.0
30,fluency,5.0
30,fluency,4.0
30,fluency,4.5
30,fluency,1.0
31,style,5.0
31,style,0.857
31,style,4.5
31,style,5.0
31,style,5.0
31,style,4.0
31,style,4.0
31,style,4.0
31,style,4.0
31,style,5.0
31,style,5.0
31,content,5.0
31,content,2.5
31,content,5.0
31,content,4.5
31,content,3.0
31,content,4.0
31,content,2.0
31,content,2.0
31,content,2.0
31,content,2.0
31,content,4.5
31,fluency,0.333
31,fluency,4.5
31,fluency,4.0
31,fluency,4.5
31,fluency,0.125
31,fluency,4.0
31,fluency,1.5
31,fluency,3.0
31,fluency,1.0
31,fluency,4.5
31,fluency,1.0
32,style,5.0
32,style,0.857
32,style,4.5
32,style,5.0
32,style,5.0
32,style,4.0
32,style,4.0
32,style,4.0
32,style,5.0
32,style,5.0
32,style,5.0
32,content,5.0
32,content,2.5
32,content,5.0
32,content,4.5
32,content,4.0
32,content,4.0
32,content,1.0
32,content,1.0
32,content,2.0
32,content,2.0
32,content,5.0
32,fluency,0.875
32,fluency,4.5
32,fluency,4.0
32,fluency,4.5
32,fluency,0.875
32,fluency,5.0
32,fluency,4.0
32,fluency,4.0
32,fluency,1.0
32,fluency,4.5
32,fluency,5.0
33,style,4.0
33,style,0.857
33,style,4.5
33,style,4.0
33,style,4.0
33,style,4.0
33,style,4.0
33,style,4.0
33,style,4.0
33,style,4.0
33,style,4.0
33,content,4.0
33,content,2.5
33,content,4.0
33,content,4.5
33,content,4.0
33,content,4.0
33,content,1.0
33,content,2.0
33,content,2.0
33,content,2.0
33,content,4.5
33,fluency,0.5
33,fluency,3.5
33,fluency,4.5
33,fluency,4.5
33,fluency,0.2
33,fluency,3.0
33,fluency,4.0
33,fluency,1.0
33,fluency,1.0
33,fluency,4.5
33,fluency,1.0
34,style,4.0
34,style,0.857
34,style,4.5
34,style,4.0
34,style,4.0
34,style,4.0
34,style,4.5
34,style,4.0
34,style,4.0
34,style,4.5
34,style,4.0
34,content,4.0
34,content,2.5
34,content,5.0
34,content,4.5
34,content,5.0
34,content,4.0
34,content,4.0
34,content,4.0
34,content,2.0
34,content,2.0
34,content,4.5
34,fluency,0.857
34,fluency,4.5
34,fluency,4.0
34,fluency,4.5
34,fluency,0.75
34,fluency,4.0
34,fluency,4.5
34,fluency,4.0
34,fluency,1.0
34,fluency,4.5
34,fluency,4.0
35,style,4.0
35,style,0.143
35,style,4.5
35,style,4.0
35,style,4.0
35,style,4.0
35,style,4.5
35,style,4.0
35,style,4.0
35,style,4.5
35,style,4.0
35,content,4.0
35,content,3.5
35,content,4.0
35,content,4.5
35,content,5.0
35,content,4.0
35,content,4.0
35,content,4.0
35,content,3.0
35,content,2.0
35,content,4.5
35,fluency,0.857
35,fluency,4.5
35,fluency,4.5
35,fluency,4.5
35,fluency,0.857
35,fluency,4.0
35,fluency,4.5
35,fluency,4.0
35,fluency,2.0
35,fluency,4.5
35,fluency,4.0
36,style,5.0
36,style,0.857
36,style,4.5
36,style,4.0
36,style,5.0
36,style,4.0
36,style,4.0
36,style,4.0
36,style,4.0
36,style,5.0
36,style,4.0
36,content,4.0
36,content,2.5
36,content,4.0
36,content,4.0
36,content,4.0
36,content,4.0
36,content,1.0
36,content,1.0
36,content,2.0
36,content,2.0
36,content,4.5
36,fluency,0.875
36,fluency,3.5
36,fluency,1.0
36,fluency,2.5
36,fluency,0.125
36,fluency,2.0
36,fluency,1.5
36,fluency,1.0
36,fluency,1.0
36,fluency,4.5
36,fluency,1.0
37,style,4.0
37,style,0.857
37,style,4.5
37,style,4.0
37,style,4.0
37,style,4.0
37,style,4.0
37,style,4.0
37,style,4.0
37,style,4.5
37,style,4.0
37,content,4.0
37,content,3.5
37,content,4.0
37,content,4.5
37,content,4.0
37,content,4.0
37,content,4.0
37,content,4.0
37,content,3.0
37,content,2.0
37,content,4.5
37,fluency,0.857
37,fluency,4.5
37,fluency,4.0
37,fluency,4.5
37,fluency,0.5
37,fluency,4.0
37,fluency,3.5
37,fluency,4.0
37,fluency,4.0
37,fluency,4.5
37,fluency,4.0
38,style,4.0
38,style,0.857
38,style,4.0
38,style,4.0
38,style,4.0
38,style,4.0
38,style,4.5
38,style,4.0
38,style,4.0
38,style,4.5
38,style,4.0
38,content,4.0
38,content,4.5
38,content,4.0
38,content,4.5
38,content,4.0
38,content,4.0
38,content,4.0
38,content,4.0
38,content,3.0
38,content,2.0
38,content,4.5
38,fluency,0.857
38,fluency,4.5
38,fluency,4.0
38,fluency,4.5
38,fluency,0.625
38,fluency,4.0
38,fluency,4.5
38,fluency,4.0
38,fluency,4.0
38,fluency,4.5
38,fluency,4.5
39,style,4.0
39,style,0.571
39,style,4.5
39,style,4.0
39,style,4.0
39,style,4.0
39,style,4.5
39,style,4.0
39,style,4.0
39,style,4.5
39,style,4.0
39,content,4.0
39,content,3.5
39,content,4.0
39,content,4.5
39,content,4.0
39,content,4.0
39,content,4.0
39,content,3.0
39,content,2.0
39,content,2.0
39,content,4.5
39,fluency,0.714
39,fluency,4.5
39,fluency,4.0
39,fluency,4.5
39,fluency,0.875
39,fluency,4.0
39,fluency,4.5
39,fluency,4.0
39,fluency,3.0
39,fluency,4.5
39,fluency,4.0
40,style,4.0
40,style,0.857
40,style,4.5
40,style,4.0
40,style,4.0
40,style,4.0
40,style,4.0
40,style,4.0
40,style,4.0
40,style,4.0
40,style,4.0
40,content,4.0
40,content,2.5
40,content,5.0
40,content,4.5
40,content,4.0
40,content,4.0
40,content,4.0
40,content,4.0
40,content,2.0
40,content,2.0
40,content,4.5
40,fluency,0.333
40,fluency,4.5
40,fluency,4.5
40,fluency,4.5
40,fluency,0.875
40,fluency,5.0
40,fluency,4.5
40,fluency,4.5
40,fluency,1.0
40,fluency,4.5
40,fluency,4.0
41,style,4.0
41,style,0.857
41,style,4.5
41,style,4.0
41,style,4.0
41,style,4.5
41,style,4.0
41,style,4.0
41,style,4.0
41,style,4.5
41,style,4.0
41,content,4.0
41,content,4.5
41,content,4.0
41,content,4.5
41,content,4.0
41,content,4.0
41,content,4.0
41,content,4.0
41,content,2.0
41,content,3.0
41,content,4.5
41,fluency,0.9
41,fluency,4.5
41,fluency,4.5
41,fluency,4.5
41,fluency,0.875
41,fluency,4.0
41,fluency,4.0
41,fluency,4.0
41,fluency,1.0
41,fluency,4.5
41,fluency,4.0
42,style,4.0
42,style,0.857
42,style,4.5
42,style,4.0
42,style,4.0
42,style,4.0
42,style,4.5
42,style,4.0
42,style,4.0
42,style,4.5
42,style,4.0
42,content,4.0
42,content,3.5
42,content,4.0
42,content,4.5
42,content,4.0
42,content,4.0
42,content,4.0
42,content,4.0
42,content,2.0
42,content,2.0
42,content,4.5
42,fluency,0.857
42,fluency,4.5
42,fluency,4.5
42,fluency,4.5
42,fluency,0.875
42,fluency,4.0
42,fluency,4.0
42,fluency,4.5
42,fluency,1.0
42,fluency,4.5
42,fluency,4.5
43,style,4.0
43,style,0.571
43,style,4.0
43,style,4.0
43,style,4.0
43,style,4.0
43,style,4.5
43,style,4.0
43,style,4.0
43,style,4.5
43,style,4.0
43,content,4.0
43,content,2.5
43,content,4.0
43,content,4.5
43,content,4.0
43,content,4.0
43,content,4.0
43,content,4.0
43,content,2.0
43,content,2.0
43,content,4.5
43,fluency,0.667
43,fluency,4.5
43,fluency,4.0
43,fluency,4.5
43,fluency,0.5
43,fluency,4.0
43,fluency,2.5
43,fluency,2.0
43,fluency,2.0
43,fluency,4.5
43,fluency,4.0
44,style,4.0
44,style,0.857
44,style,4.5
44,style,4.0
44,style,4.0
44,style,4.0
44,style,4.5
44,style,4.0
44,style,4.0
44,style,4.5
44,style,4.0
44,content,4.0
44,content,4.5
44,content,5.0
44,content,4.5
44,content,4.0
44,content,4.0
44,content,4.0
44,content,4.0
44,content,2.0
44,content,2.0
44,content,4.5
44,fluency,0.5
44,fluency,4.5
44,fluency,4.5
44,fluency,4.5
44,fluency,0.875
44,fluency,5.0
44,fluency,5.0
44,fluency,4.5
44,fluency,4.0
44,fluency,4.5
44,fluency,4.0
45,style,4.0
45,style,0.333
45,style,4.5
45,style,4.0
45,style,4.0
45,style,4.5
45,style,4.5
45,style,4.0
45,style,4.0
45,style,4.0
45,style,4.0
45,content,4.0
45,content,3.5
45,content,4.0
45,content,4.5
45,content,4.0
45,content,4.0
45,content,1.0
45,content,4.0
45,content,3.0
45,content,2.0
45,content,4.5
45,fluency,0.8
45,fluency,4.5
45,fluency,4.0
45,fluency,4.5
45,fluency,0.625
45,fluency,4.0
45,fluency,4.0
45,fluency,2.0
45,fluency,1.0
45,fluency,4.5
45,fluency,4.0
46,style,4.0
46,style,0.333
46,style,4.5
46,style,4.0
46,style,4.0
46,style,4.0
46,style,4.5
46,style,4.0
46,style,4.0
46,style,4.0
46,style,4.0
46,content,4.0
46,content,4.5
46,content,4.0
46,content,4.5
46,content,5.0
46,content,4.0
46,content,4.0
46,content,4.0
46,content,2.0
46,content,2.0
46,content,4.5
46,fluency,0.875
46,fluency,4.5
46,fluency,4.0
46,fluency,4.5
46,fluency,0.125
46,fluency,4.0
46,fluency,2.0
46,fluency,1.0
46,fluency,1.0
46,fluency,4.5
46,fluency,1.0
47,style,4.0
47,style,0.5
47,style,4.0
47,style,4.0
47,style,4.0
47,style,4.0
47,style,4.0
47,style,4.0
47,style,4.0
47,style,4.0
47,style,4.0
47,content,4.0
47,content,2.5
47,content,5.0
47,content,4.0
47,content,4.0
47,content,4.0
47,content,4.0
47,content,4.0
47,content,2.0
47,content,2.0
47,content,5.0
47,fluency,0.5
47,fluency,4.5
47,fluency,4.5
47,fluency,4.5
47,fluency,0.5
47,fluency,4.0
47,fluency,4.5
47,fluency,4.0
47,fluency,1.0
47,fluency,4.5
47,fluency,4.0
48,style,4.0
48,style,0.333
48,style,4.5
48,style,4.0
48,style,4.0
48,style,4.5
48,style,4.5
48,style,4.0
48,style,4.0
48,style,4.5
48,style,4.0
48,content,4.0
48,content,2.5
48,content,5.0
48,content,4.5
48,content,4.0
48,content,4.0
48,content,4.0
48,content,4.0
48,content,2.0
48,content,2.0
48,content,4.5
48,fluency,0.5
48,fluency,4.5
48,fluency,4.5
48,fluency,4.5
48,fluency,0.875
48,fluency,4.0
48,fluency,4.5
